症状,所属证候,证候所有症状
胎动不安,肾阳虚胎动不安,妊娠小腹疼痛下坠，腰痠腰痈，阴道下血，四肢不温，两腿软弱，尿頻或失禁，舌质淡，苔薄白，脉沉细而滑。
胎动不安,血热胎动不安,妊娠期，阴道不时下血，色鲜红，腰疫，小腹坠痛，口干咽燥，溻喜饮冷，小便短赤，大便秘结，舌质红，苔薄黄而干，脉滑数有力。
胎动不安,气滞胎动不安,妊娠期间，胎动下坠，腰瘦，腹痛腹胀，阴道下血，精神抑郁，心烦易怒I胁肋胀痛，暧气食少，舌质红，苔薄黄，脉弦滑。
胎动不安,外伤胎动不安,妊娠期间，跌仆闪挫，或劳力过度，继发胎动下坠，腰疫痛，腹胀或痛，下血色红，神疲乏力，舌质正常，脉滑无力。
滑胎,肾气亏虚滑胎,屡孕屡堕，腰痠膝软，头荦耳鸣，精神萎靡，夜尿頻多，受孕之后，小腹疼痛下坠或阴道流血少量，舌质淡，苔白，脉沉细或滑细，两尺尤弱。
滑胎,气血两虚滑胎,屡孕屡堕，头晕眼花，倦怠乏力，心择气短，面色苍白，受孕之后小腹疼痛下坠或阴道流血少量，舌质淡，苔白，脉细弱或滑弱。
滑胎,血瘀滑胎,屡孕屡堕，受孕之后小腹胀痛或下坠，或阴道流血少量，腰疫，或口干不欲饮，舌质淡酸或紫黯，舌下脉络怒张，脉滑或弦滑。
滑胎,相火偏旺滑胎,多次堕胎，形瘦色枯，两颧红赤，五心烦热，口干喜饮，腰痠痛，阴道流血，舌淡红赤，苔少，脉滑数或尺部虚大。
胎萎不长,肾气亏虚胎萎不长,妊娠旗形小于妊娠月份，胎儿存活，腰膝痠软，头晕耳鸣，或形寒畏冷，手足欠温，神疲乏力，舌淡，苔白，脉沉细。
胎萎不长,气血两虚胎萎不长,妊娠政形小于妊娠月份，胎儿存活，头晕眼花，心慘气短，倦怠懞言，面色苍白或蒌黄，舌淡，苔薄白，脉细弱。
胎萎不长,阴虚血热胎萎不长,妊娠腹形小于妊娠月份，胎儿存活，颧赤唇红，咽干喜饮，手足心热，烦躁不安，舌红，苔少，脉细数。
胎萎不长,气滞血瘀胎萎不长,妊娠腹形小于妊娠月份，胎儿存活，胸胁胀闷，或有腹部胀痛或刺痛，肌肤干燥或甲错，口干不欲饮，舌無红或有褒斑褒点，苔薄白，脉沉弦或涩。
胎死不下,气血两虚胎死不下,胎死胞中不下，小腹隐痛，或有冷感，或阴道流血，色淡质稀，头晕眼花，心棒气短，神疲乏力，面色苍白，舌淡，苔白，脉细弱。
胎死不下,气滞血瘀胎死不下,胎死胞中不下，小腹胀痛或剌痛，或阴道流血，紫暗有块，肌肤干燥或甲错，舌紫黯，苔白，脉沉弦或涩。
胎死不下,湿阻气滞胎死不下,胎死胞中不下，小腹冷痛，或阴道流血，藉淡质稀，或阴中流出粘誠黄汁，胸腹满闷，呕恶食少，畏寒肢冷，倦怠嗜睡，浮肿便溏，舌淡，苔白厚腻，脉缓滑无力或弦滑。
胎位不正,气滞胎位不正,妊娠后期，胎位异常，形体多黄瘦，面部晾隐带靑，或胸闷，上腹部胀满不舒，或一侧胀满较剧，甚至胸腹胀痛，呼吸急促，舌苔薄白，脉细撥或兼弦。脾湿胎位不正。妊娠后期，胎位异常，身体较胖，但肌肉不结实^身重力弱，不耐繁劳，或脘闷纳少，或食欲不振，或见浮肿，舌质胖淡，脉滑或兼漘。
胎位不正,气血两虚胎位不正,妊娠后期，胎位异常，肌肉消瘦，或体胖而不结实，少气乏力，易感疲劳，面色苍白，唇舌淡白，脉细滑而弱。
过期不产,血两虚过期不产,妊娠足月，逾期半月未产，头荦眼花，心悸气短，神疲乏力，面色苍白，舌淡，苔薄白，脉细弱。
过期不产,气滞血褒过期不产,妊振足月，逾期半月未产，胸睃胀闷不舒，烦躁易怒，舌质紫黯或有嵌点，脉沉弦或涩。
沩胎,气血两虚沩胎,停经后阴道不规则流血，量或多或少，色淡，质稀，或挟有水泡状物，腹大异常，时有腹部隐痛，无胎心胎动，神疲乏力，头牵眼花，心律气短，面色苍白，舌淡，苔薄白，脉细弱。
沩胎,气滞血瘀沩胎,停经后阴道不规则流血，量或多或少，色紫黯，有块，或挟有水泡状物，腹大异常，时有腹部胀痈，拒按，无胎心胎动，胸胁胀闷，烦躁易怒，舌紫鯓或有瘀点，脉沉弦或涩。
沩胎,寒湿凝滞伪胎,停经后阴道不规则流血，量少，色鯓有块，或挟有水泡状物，腹大异常，小腹冷痛，无胎心眙动，形寒肢冷，舌淡，苔白腻，脉沉迟或紧。
沩胎,痰浊凝滞沩胎,停经后阴道不规则流血，量少，色黯。或挟有水泡状物，腹大异常，无胎心胎动，形体肥胖，胸脘满闷，呕恶瘐多，舌淡，苔腻，脉滑。
异位妊娠,未破损期异位妊娠,指输卵管妊娠尚未玻损者。停经后可有早孕反应，或下腹一侧睹痈，或不规则少量阴道流血，双合诊检查可触及一侧附件区有较软的包块，或仅有增厚感，有压痛，尿妊娠免疫试验阳性，脉弦滑。
异位妊娠,破损期异位妊娠,指输卵管飪娠硖裂或流产者。临床有休克型（气随血脱〉、不稳定型（气虚血瘀〉、包块型（疲血内阻、以下分别述之。
异位妊娠,气随血脱异位妊娠,指输卵管妊娠玻损后引起急性大量内出血，临床有休克征象者。突发下腹剧痛，面色苍白，四肢厥逆，或冷汗淋滴，恶心呕吐，烦躁不安，或表情淡淇，甚则昏迷，血压下降或不稳定，脉微欲绝或细数无力。结合西医学检查，符合异位妊振，腹腔内出血，失血性休克。
异位妊娠,气虚血挤异位妊娠,指输卵管妊娠破损后时间不长，病情不眵稳定，有再次发生内出血可能者。旗痛拒按，腹部有压痛及反跳痛，但逐渐减轻，可触及界限不淸的包块，阴道流血，面色苍白，头荦肢软乏力，血压乎稳，脉沉细。结合西医学检査，符合异位妊娠，腹腔内出血，但内出血不多，或内出血较多，有过休克征象，经急救后平稳者。瘀血内阻异位妊娠。指输卵管妊娠玻损时间较长，腹腔内血液已形成血肿包块者。腹腔内血肿包块形成，下腹疼痛逐渐减轻，可时有坠胀或便意感，阴道流血逐渐停止，脉细涩。
胞衣先破,气血两虚胞衣先破,临产前或刚临产，胞衣先破，羊水流尽，产道干涩，腹不痛或阵痛微弱，产程过长，神疲乏力，心悸气短，面色苍白，舌淡，苔薄白，脉虚大或细弱。
胞衣先破,气滞血疲胞衣先玻,临产前或刚临产，胞衣先玻，羊水流尽，产道干涩，阵痛难忍，产程过长，烦躁不安，胸闷脘胀，时欲呕恶，面色紫驁，舌瓣红，萏薄白，脉弦大或至数不匀。
难产,气血两虚难产,产时阵痛微弱，宫缩不强，产程过长，神疲乏力，心样气短，面色苍白，努责无力，舌淡，苔白，脉虚大或细弱。
难产,气滞血班难产,临产时腰腹持续胀痛，疼痛剧烈，宫缩无规律，无推力，久产不下.精神紧张，烦躁不安，胸闷脘胀，时欲呕恶，舌紫驁，苔白，脉弦大或紧。
胞衣不下,气虚胞衣不下,产儿后胞衣久不下，少腹微胀，按之有块不硬，阴道流血量多，色淡，面色苍白，眼花，心慌气短，唇甲费淡或发謝，舌淡苔薄，脉虚弱。
胞衣不下,血丧胞衣不下,产儿后胞衣久不下，小腹疼痛，坚硬有块而拒按，阴道流血量多，色暗有块，面色紫激，自觉腹满，上冲心胸，舌质紫，脉细淮。
胞衣不下,寒凝胞衣不下,产儿后胞衣久不下，小腹冷痛而拒按，阴道流血较少，其色或淡或暗，面色靑白，形寒肢冷，舌质淡，苔薄白，脉沉迟或紧。
产后腹痛,血虚产后腹痛,小腹绵绵作痛，腹部柔软喜按，恶霧色淡暈少，头晕心慌.腰II坠胀，舌质淡红，脉象细弱。
产后腹痛,血瘀产后瞄痛,小腹疼痛拒按，恶露少而不畅，色暗有块，舌质黯红，舌边紫，脉象细涩。
产后腹痛,寒凝产后腹痛,小腹冷痛拒按，时觉抽掣，得温痛缓，恶露下而不畅，面色靑白，四肢不温，舌质贿淡，苔白滑，脉象沉迟或弦紧。
恶露不下,气滞恶露不下,产后恶露不下，或虽下不畅，小腹胀痛，胸胁胀满，脘闷食少，舌淡红，脉沉弦。
恶露不下,血疲恶露不下,产后恶露所下极少，色紫暗，夹有血块，腹痛拒按，或痛处有块，舌质紫，苔薄白，脉沉细或沉粗。
恶露不下,寒凝恶露不下,产后恶霣不下，小腹冷痛，喜热熨，肢冷，唇淡口和，舌淡苔白，脉沉迟。
恶露不下,气血两虚恶露不下,产后恶露虽下而忽然终止，自觉小腹坠胀，头睪耳鸣，心择气短，神疲倦怠，舌淡苔白，脉细弱。
恶露不断,气虚恶露不断,恶露过期不止，量多，色淡，质稀，无臭味，小腹坠胀，精神疲乏，或汗出，畏寒，舌质淡或胖，脉缓弱。
恶露不断,血瘀恶露不断,恶露日久不止，色萦黯，间有血块，或如烂肉样，小腹疼痛拒按，或按之有块，舌质黯或边有瘀点，脉沉细或沉涩。
恶露不断,血热恶露不断,恶露淋滴不绝，色鲜红，质稠粘，或有臭味，腹痛拒按，或低热起伏，或口干咽燥，舌质红，苔少，脉细数或滑数。
恶露不断,阴虚悉露不断,恶露淋滴不尽，色红质稀，隳痠，头荦耳鸣，或渐热盗汗，舌红，苔少或光剥，脉细数。
产后血崩,气虚产后血崩,胎盘娩出不久，产道骤然下血如崩，无咳痛，腹诊子宫软而大，头晕眼花，面色苍白，心棒，气短不能言，肢冷汗出，或两目视物模糊，舌质淡，脉虚数或微细。
产后血崩,血挤产后血崩,胎盘娩出后，阴道出血较多，有血块，小腹阵疼拒按，按之有硬块，舌质淡或有瘀点，脒细数或沉涩。
产后眩晕,血虚产后眩晕,恶露过多，时时昏荦，面色苍白，心悸愦闷，恶心呕吐，甚至昏不知人；气随血脱，则眼闭口开，手撤肢冷.冷汗淋漓，舌淡无苔，脉微细或浮大而虚。
产后眩晕,血瘀产后眩晕,恶露过少或不下，少腹阵痛拒按，甚至心下急满，气粗嗤促，或痰涎上涌；突然神昏口噤，不省人事，两手握拳，牙关紧闭，面色紫齄，舌屏发紫
产后多汗,气虚产后多汗,产后汗出恶风，动则更甚，四肢不温，面色咣白，心慌气短，倦怠乏力，舌淡胖，苔薄白，脉黹或细弱。
产后多汗,阴虚产后多汗,产后睡中汗出，醒来自止，面色潮红，头晕茸鸣，口干不欲饮，五心烦热，腰膝痠软，舌红无苔或苔薄，脉细数无力。
产后发热,风邪犯表产后发热,产后发热恶寒，头疼身痛，腰背痠楚，口干不渴，无汗或自汗，舌苔薄白，脉浮。
产后发热,邪毒炽盛产后发热,产后发热，微悉寒，汗出，头痛，面红，口干，饮水不多，小唭疼痛或拒按，恶露秽臭，舌质稍红，苔薄黄，咏滑数。
产后发热,气虚产后发热,产后身热不甚，动则热增，头晕目眩，心慌气短，语声低怯，身体倦怠，或自汗出，舌质胖淡，苔薄白，脉浮数无力。
产后发热,血虚产后发热,产后发热夜甚，两颧时赤，或有盗汗，头晕目眩，心悸失眠，纳差，舌质淡苔少，脉细数。
产后发热,伤食产后发热,产后发热不扬，恶食暧腐，恶心呕吐，脘腹胀满，大便异臭，舌苔多厚默，脉滑0
产后发热,血瘀产后发热,产后时有低热，恶露较少，色紫暗或夹血块.少腹阵痛拒按，口燥不欲饮，舌紫，苔薄，脉涩或细弱。
产后发热,蒸乳产后发热,产后二、三日内忽然发热，乳房胀满疼痛但不红肿，性急易怒，舌质淡红，脉弦滑或弦数。
产后发痉,血虚产后发痉,产后骤然口噤不开，项背强直，四肢抽搐，甚则角弓反张，面色苍白，舌淡，苔少，脉细。
产后发痉,风寒产后发痉,产后初起发热恶寒，头疼身痛，无汗，继而四肢抽搐，项背强直，口嗛，角弓反张，苔薄白，脉浮弦。
产后发痉,邪毒炽盛产后发疫,产后初起发热恶寒，头项强痛，牙关紧闭，口角搐动，面呈苦笑，继而项背强直，角弓反张，或发热神昏，舌质青雜，苔薄白，脉弦劲。
产后大便难,血虚津亏产后大便难,产后数日，甚或旬日不解大便，腹微胀，无痛楚，或无任何自觉膣部不适症状，或伴有一般产后表现，如体质虚弱，自汗等，舌红，苔燥少津液，脉细数无力。
产后大便难,阳明腑实产后大便难,产后大便秘结，脘腹痞满胀痛，拒按，或发热，口渴，小便黄，舌苔黄，脉数。
产后大便难,脾肺气虚产后大便难,产后数日，不解大便，或努赍难出，精疲乏力，气短汗多，舌淡，苔薄白，脉沉弱。
产后小便难,气虚产后小便难,产后小便不通，小腹胀急，精神蒌康，气短偏言，面色咣白，苔薄白，脉缓弱。
产后小便难,肾气虚产后小便难,产后小便不通，小腹胀满，腰膝痠软，坐卧不宁，面色晦黯，舌质淡，苔白，脉沉细。
产后小便难,气滞产后小便难,产后小便不通，小腹胀痛，神情抑郁，或胸胁烦满，舌苔薄白，脉弦。
产后小便难,血瘀产后小便难,产后小便不通^小腹胀痛或刺痛，乍寒乍热，舌黯，苔薄白，脉沉淮。
产后小便頻数与失禁,气虚产后小便頻数与失禁,产后小便频数或不禁，小腹坠胀，气短儎言，面色晚白，四肢乏力，舌淡少苔，脉细弱。
产后小便頻数与失禁,肾阴虚产后小便频数与失禁,小便頻数，尿量不多，形体瘦弱，腰膝痠软，手足心热，午后潮热，两顴发红，舌光红，脉细数。
产后小便頻数与失禁,肾阳虚产后小便频数与失禁,小便頻数不禁’尿量较多，夜间尤甚，兼有面色黯，穑抻衰疲，四肢不温，或下肢浮肿，舌淡苔白，脉微弱。
产后小便頻数与失禁,外伤产后小便频数与失禁,产时损伤勝耽，小便淋浦不断，间或挟有血液，舌苔薄白脉缓
产后小便淋痛,阴虚津亏产后小便淋痛,产后小便频数，淋漓涩痛，量少色黄，午后潲热，五心烦热，唇干颡赤，口渴喜饮，大便干结，舌红，苔少而干，脉细数。
产后小便淋痛,心火亢盛产后小便淋痛,产后小便频数，淋潘淫痛，量少色黄，面赤心烦，口埔喜饮，甚者口舌生疮，舌红，苔黄，脉滑数。
产后小便淋痛,下焦湿热产后小便淋痈,产后小便類数，灼热剌痛，尿黄或赤，甚则載痈，身热口渴，不喜多饮，脘闷食少，舌红，苔黄腻，脉滑数。
乳汁不行,气血两虚乳汁不行,产后乳汁不行或甚少，乳房无胀痛感，面色苍黄，皮肤干燥，食少便溏，畏寒神疲，头荦耳鸣，心详气短，腰疫腿软，或溲频便干，舌淡少苔，咏虚细。
乳汁不行,肝郁气滞乳汁不行,产后乳汁忽然不行，乳房胀闷微痛，精神抑郁，胸胁不舒，胃脘胀满，食欲减退，舌质淡红，苔薄黄，脉沉弦。
乳汁不行,血嵌乳汁不行,产后乳汁不行或全无，乳房硬痛而拒按，胸闷嗳气，或伴少腹胀痛，恶露量少，色暗有块，面色略带靑紫，舌略呈靑色，脉沉涩。
产后乳汁自漏,气虚产后乳汁自漏,产后乳汁终日自漏，量少质稀，乳房柔软无胀满感，面色苍白，皮肤不润，心慌气短，神疲乏力，舌淡，脉细弱。
产后乳汁自漏,肝郁产后乳汁自漏,产后乳汁不断自行漏出，量少质浓，两乳胀硬疼痛，精神郁闷，性急易怒，或脘胀纳少，舌质淡红或偏發红，脉弦涩。
产后乳汁自漏,肝热产后乳汁自漏,产后乳汁绵绵流出，量较多，质浓，或见乳房胀痛，口苦咽干，心烦易怒，多梦纷纭，头胀目眩，便秘尿黄，舌质红，苔薄黄，脉弦数或细数。
